,City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct,Closer_City
373,"Evanston, IL",-87.6942,42.0463,"Sparks, NV",-119.7157,39.5729,"Davie, FL",-80.287,26.0789,Is Evanston IL closer to Sparks NV or Davie FL?,"Sparks, NV",False,"Davie, FL"
374,"North Charleston, SC",-80.0722,32.9066,"Farmington Hills, MI",-83.3771,42.486,"Denton, TX",-97.1419,33.2176,Is North Charleston SC closer to Farmington Hills MI or Denton TX?,"Farmington Hills, MI",True,"Farmington Hills, MI"
375,"Dover, NH",-70.8845,43.1887,"Houston, TX",-95.3889,29.7863,"Lompoc, CA",-120.4714,34.6618,Is Dover NH closer to Houston TX or Lompoc CA?,"Houston, TX",True,"Houston, TX"
376,"Moore, OK",-97.4758,35.3293,"Goodyear, AZ",-112.3622,33.2613,"St. Cloud, MN",-94.1718,45.5339,Is Moore OK closer to Goodyear AZ or St. Cloud MN?,"Goodyear, AZ",False,"St. Cloud, MN"
377,"Fargo, ND",-96.8292,46.8652,"Denton, TX",-97.1419,33.2176,"Oshkosh, WI",-88.5619,44.0228,Is Fargo ND closer to Denton TX or Oshkosh WI?,"Denton, TX",False,"Oshkosh, WI"
378,"Milwaukee, WI",-87.9673,43.0642,"Brockton, MA",-71.0242,42.0821,"Overland Park, KS",-94.687,38.887,Is Milwaukee WI closer to Brockton MA or Overland Park KS?,"Brockton, MA",False,"Overland Park, KS"
379,"Waterbury, CT",-73.0361,41.5583,"Pontiac, MI",-83.2878,42.6493,"Kingston, NY",-73.9968,41.9295,Is Waterbury CT closer to Pontiac MI or Kingston NY?,"Pontiac, MI",False,"Kingston, NY"
380,"Amarillo, TX",-101.8311,35.1988,"Shawnee, KS",-94.8076,39.0158,"Lansing, MI",-84.5601,42.7142,Is Amarillo TX closer to Shawnee KS or Lansing MI?,"Shawnee, KS",True,"Shawnee, KS"
381,"Weirton, WV",-80.5671,40.406,"Evansville, IN",-87.5341,37.9881,"Santa Barbara, CA",-119.7202,34.4285,Is Weirton WV closer to Evansville IN or Santa Barbara CA?,"Evansville, IN",True,"Evansville, IN"
382,"Casas Adobes, AZ",-111.0114,32.3423,"Wheeling, WV",-80.6951,40.0752,"Bowling Green, KY",-86.4373,36.9719,Is Casas Adobes AZ closer to Wheeling WV or Bowling Green KY?,"Wheeling, WV",False,"Bowling Green, KY"
383,"Murrieta, CA",-117.1909,33.572,"Pocatello, ID",-112.4646,42.8724,"Buckeye, AZ",-112.6429,33.4314,Is Murrieta CA closer to Pocatello ID or Buckeye AZ?,"Pocatello, ID",False,"Buckeye, AZ"
384,"Denton, TX",-97.1419,33.2176,"Jackson, TN",-88.8353,35.6535,"Glendora, CA",-117.8468,34.1449,Is Denton TX closer to Jackson TN or Glendora CA?,"Jackson, TN",True,"Jackson, TN"
385,"San Bernardino, CA",-117.2946,34.1417,"Owensboro, KY",-87.1173,37.7574,"Sumter, SC",-80.393,33.9392,Is San Bernardino CA closer to Owensboro KY or Sumter SC?,"Owensboro, KY",True,"Owensboro, KY"
386,"Shawnee, KS",-94.8076,39.0158,"Pembroke Pines, FL",-80.3382,26.0128,"Lawrence, KS",-95.2641,38.9597,Is Shawnee KS closer to Pembroke Pines FL or Lawrence KS?,"Pembroke Pines, FL",False,"Lawrence, KS"
387,"Canton, OH",-81.3677,40.8075,"Mansfield, TX",-97.1211,32.569,"La Crosse, WI",-91.2268,43.824,Is Canton OH closer to Mansfield TX or La Crosse WI?,"Mansfield, TX",False,"La Crosse, WI"
388,"Janesville, WI",-89.0136,42.6855,"Apopka, FL",-81.5304,28.7014,"Castro Valley, CA",-122.0631,37.7091,Is Janesville WI closer to Apopka FL or Castro Valley CA?,"Apopka, FL",True,"Apopka, FL"
389,"Gulfport, MS",-89.0703,30.4271,"Centreville, VA",-77.4388,38.8391,"Riverview, FL",-82.3023,27.8227,Is Gulfport MS closer to Centreville VA or Riverview FL?,"Centreville, VA",False,"Riverview, FL"
390,"Yuma, AZ",-114.5488,32.5992,"Trenton, NJ",-74.7641,40.2236,"Asheville, NC",-82.5536,35.5704,Is Yuma AZ closer to Trenton NJ or Asheville NC?,"Trenton, NJ",False,"Asheville, NC"
391,"Bloomington, MN",-93.3151,44.8306,"Peabody, MA",-70.9724,42.5335,"Alton, IL",-90.1523,38.9034,Is Bloomington MN closer to Peabody MA or Alton IL?,"Peabody, MA",False,"Alton, IL"
392,"Lakewood, WA",-122.5299,47.1628,"San Juan, PR",-66.0636,18.4037,"Florence, AL",-87.6654,34.8303,Is Lakewood WA closer to San Juan PR or Florence AL?,"San Juan, PR",False,"Florence, AL"
393,"Salinas, CA",-121.6317,36.6884,"Santa Ana, CA",-117.8819,33.7366,"Waterloo, IA",-92.3522,42.492,Is Salinas CA closer to Santa Ana CA or Waterloo IA?,"Santa Ana, CA",True,"Santa Ana, CA"
394,"McAllen, TX",-98.2471,26.2273,"San Rafael, CA",-122.5222,37.9905,"Cranston, RI",-71.4857,41.7658,Is McAllen TX closer to San Rafael CA or Cranston RI?,"San Rafael, CA",True,"San Rafael, CA"
395,"Hemet, CA",-116.9969,33.7341,"Palm Beach Gardens, FL",-80.1679,26.8466,"Irving, TX",-96.9702,32.8584,Is Hemet CA closer to Palm Beach Gardens FL or Irving TX?,"Palm Beach Gardens, FL",False,"Irving, TX"
396,"New Brunswick, NJ",-74.445,40.487,"Lowell, MA",-71.3217,42.6389,"Delray Beach, FL",-80.0905,26.455,Is New Brunswick NJ closer to Lowell MA or Delray Beach FL?,"Lowell, MA",True,"Lowell, MA"
397,"Grand Junction, CO",-108.5673,39.0876,"Kettering, OH",-84.1495,39.6957,"Kissimmee, FL",-81.4164,28.3042,Is Grand Junction CO closer to Kettering OH or Kissimmee FL?,"Kettering, OH",True,"Kettering, OH"
398,"Saginaw, MI",-83.9501,43.4199,"Mesquite, TX",-96.5889,32.7623,"Lafayette, IN",-86.8594,40.399,Is Saginaw MI closer to Mesquite TX or Lafayette IN?,"Mesquite, TX",False,"Lafayette, IN"
399,"Novato, CA",-122.5576,38.092,"Mishawaka, IN",-86.1669,41.6736,"Apex, NC",-78.8728,35.7239,Is Novato CA closer to Mishawaka IN or Apex NC?,"Apex, NC",False,"Mishawaka, IN"
400,"Shawnee, KS",-94.8076,39.0158,"Winston-Salem, NC",-80.2611,36.1029,"Alafaya, FL",-81.1865,28.5278,Is Shawnee KS closer to Winston-Salem NC or Alafaya FL?,"Winston-Salem, NC",True,"Winston-Salem, NC"
401,"Lewisville, TX",-96.9823,33.0452,"League City, TX",-95.1087,29.4873,"Davenport, IA",-90.6052,41.5563,Is Lewisville TX closer to League City TX or Davenport IA?,"League City, TX",True,"League City, TX"
402,"Kalamazoo, MI",-85.5882,42.2749,"Omaha, NE",-96.0522,41.2627,"Beaumont, TX",-94.1451,30.0849,Is Kalamazoo MI closer to Omaha NE or Beaumont TX?,"Omaha, NE",True,"Omaha, NE"
403,"Oshkosh, WI",-88.5619,44.0228,"Springdale, AR",-94.1574,36.1899,"Ellicott City, MD",-76.8344,39.2773,Is Oshkosh WI closer to Springdale AR or Ellicott City MD?,"Ellicott City, MD",False,"Springdale, AR"
404,"Lima, OH",-84.1121,40.741,"Margate, FL",-80.2119,26.2466,"Brooklyn, NY",-73.9496,40.6501,Is Lima OH closer to Margate FL or Brooklyn NY?,"Margate, FL",False,"Brooklyn, NY"
405,"Bellflower, CA",-118.1271,33.888,"Poughkeepsie, NY",-73.921,41.6949,"Casas Adobes, AZ",-111.0114,32.3423,Is Bellflower CA closer to Poughkeepsie NY or Casas Adobes AZ?,"Casas Adobes, AZ",True,"Casas Adobes, AZ"
406,"South Hill, WA",-122.2848,47.1203,"Corpus Christi, TX",-97.3755,27.726,"Roanoke, VA",-79.958,37.2785,Is South Hill WA closer to Corpus Christi TX or Roanoke VA?,"Roanoke, VA",False,"Corpus Christi, TX"
407,"The Hammocks, FL",-80.4483,25.67,"Pittsburg, CA",-121.8964,38.0182,"Midland, TX",-102.1137,32.0249,Is The Hammocks FL closer to Pittsburg CA or Midland TX?,"Midland, TX",True,"Midland, TX"
408,"Anniston, AL",-85.8136,33.6712,"Fort Wayne, IN",-85.1437,41.0886,"Pflugerville, TX",-97.6022,30.452,Is Anniston AL closer to Fort Wayne IN or Pflugerville TX?,"Fort Wayne, IN",True,"Fort Wayne, IN"
409,"Tulare, CA",-119.34,36.1996,"South Hill, WA",-122.2848,47.1203,"Pasadena, CA",-118.139,34.1597,Is Tulare CA closer to South Hill WA or Pasadena CA?,"Pasadena, CA",True,"Pasadena, CA"
410,"Brentwood, CA",-121.7191,37.9355,"Gilbert, AZ",-111.7463,33.3101,"Winter Haven, FL",-81.7017,28.0118,Is Brentwood CA closer to Gilbert AZ or Winter Haven FL?,"Gilbert, AZ",True,"Gilbert, AZ"
411,"Dover, NH",-70.8845,43.1887,"Springdale, AR",-94.1574,36.1899,"West Lafayette, IN",-86.9239,40.4432,Is Dover NH closer to Springdale AR or West Lafayette IN?,"West Lafayette, IN",True,"West Lafayette, IN"
412,"Santa Fe, NM",-105.9819,35.6619,"Lake Forest, CA",-117.6712,33.6606,"Tulare, CA",-119.34,36.1996,Is Santa Fe NM closer to Lake Forest CA or Tulare CA?,"Lake Forest, CA",True,"Lake Forest, CA"
413,"Oceanside, CA",-117.3083,33.2247,"Lewiston, ME",-70.1681,44.0915,"Danbury, CT",-73.471,41.4016,Is Oceanside CA closer to Lewiston ME or Danbury CT?,"Danbury, CT",True,"Danbury, CT"
414,"Fayetteville, NC",-78.9776,35.0846,"Greenville, SC",-82.3647,34.8353,"Skokie, IL",-87.74,42.0359,Is Fayetteville NC closer to Greenville SC or Skokie IL?,"Greenville, SC",True,"Greenville, SC"
415,"Dearborn, MI",-83.2129,42.3127,"Antioch, CA",-121.7958,37.9789,"Bullhead City, AZ",-114.546,35.1205,Is Dearborn MI closer to Antioch CA or Bullhead City AZ?,"Antioch, CA",False,"Bullhead City, AZ"
416,"Edmond, OK",-97.4159,35.6689,"Baytown, TX",-94.9669,29.7586,"Seaside, CA",-121.8191,36.6224,Is Edmond OK closer to Baytown TX or Seaside CA?,"Baytown, TX",True,"Baytown, TX"
417,"Collierville, TN",-89.6988,35.0471,"Bremerton, WA",-122.7122,47.5436,"Rocklin, CA",-121.2488,38.8075,Is Collierville TN closer to Bremerton WA or Rocklin CA?,"Bremerton, WA",False,"Rocklin, CA"
418,"Lenexa, KS",-94.8018,38.9609,"Mayagüez, PR",-67.1397,18.2003,"Clovis, CA",-119.6831,36.8278,Is Lenexa KS closer to Mayagüez PR or Clovis CA?,"Clovis, CA",True,"Clovis, CA"
419,"Conroe, TX",-95.4825,30.3239,"Hoffman Estates, IL",-88.1468,42.0639,"Middletown, NY",-74.4236,41.4459,Is Conroe TX closer to Hoffman Estates IL or Middletown NY?,"Hoffman Estates, IL",True,"Hoffman Estates, IL"
420,"Union City, NJ",-74.0323,40.7674,"Elk Grove, CA",-121.3842,38.416,"Kannapolis, NC",-80.6403,35.4764,Is Union City NJ closer to Elk Grove CA or Kannapolis NC?,"Elk Grove, CA",False,"Kannapolis, NC"
421,"Denton, TX",-97.1419,33.2176,"New Haven, CT",-72.9246,41.3112,"Pine Hills, FL",-81.4693,28.5818,Is Denton TX closer to New Haven CT or Pine Hills FL?,"New Haven, CT",False,"Pine Hills, FL"
422,"Casa Grande, AZ",-111.7624,32.9068,"Indio, CA",-116.2346,33.7346,"Plantation, FL",-80.2617,26.126,Is Casa Grande AZ closer to Indio CA or Plantation FL?,"Indio, CA",True,"Indio, CA"
423,"DeSoto, TX",-96.8633,32.5992,"Albany, OR",-123.0966,44.6274,"Downey, CA",-118.1312,33.9379,Is DeSoto TX closer to Albany OR or Downey CA?,"Albany, OR",False,"Downey, CA"
424,"Sioux City, IA",-96.3901,42.4959,"Meridian, ID",-116.3968,43.6112,"Hesperia, CA",-117.3147,34.3975,Is Sioux City IA closer to Meridian ID or Hesperia CA?,"Meridian, ID",True,"Meridian, ID"
425,"Casa Grande, AZ",-111.7624,32.9068,"York, PA",-76.7315,39.9651,"Blaine, MN",-93.2077,45.1696,Is Casa Grande AZ closer to York PA or Blaine MN?,"York, PA",False,"Blaine, MN"
426,"Menifee, CA",-117.1849,33.6909,"Huntsville, AL",-86.6412,34.6988,"Gardena, CA",-118.3073,33.8944,Is Menifee CA closer to Huntsville AL or Gardena CA?,"Huntsville, AL",False,"Gardena, CA"
427,"Rancho Cordova, CA",-121.2523,38.574,"Kingston, NY",-73.9968,41.9295,"Schaumburg, IL",-88.0838,42.0307,Is Rancho Cordova CA closer to Kingston NY or Schaumburg IL?,"Kingston, NY",False,"Schaumburg, IL"
428,"New Rochelle, NY",-73.7836,40.9305,"Orlando, FL",-81.3369,28.4772,"Coconut Creek, FL",-80.1842,26.2803,Is New Rochelle NY closer to Orlando FL or Coconut Creek FL?,"Orlando, FL",True,"Orlando, FL"
429,"Aspen Hill, MD",-77.0823,39.0928,"Stamford, CT",-73.5583,41.1035,"Rocklin, CA",-121.2488,38.8075,Is Aspen Hill MD closer to Stamford CT or Rocklin CA?,"Stamford, CT",True,"Stamford, CT"
430,"Lakewood, CO",-105.1168,39.6977,"Lakewood, CA",-118.1221,33.8471,"Alexandria, LA",-92.4702,31.2923,Is Lakewood CO closer to Lakewood CA or Alexandria LA?,"Lakewood, CA",True,"Lakewood, CA"
431,"Johns Creek, GA",-84.2027,34.0333,"Muskegon, MI",-86.2563,43.2281,"Lake Jackson, TX",-95.4522,29.0516,Is Johns Creek GA closer to Muskegon MI or Lake Jackson TX?,"Muskegon, MI",True,"Muskegon, MI"
432,"Yuma, AZ",-114.5488,32.5992,"Paramount, CA",-118.1652,33.8976,"Charlottesville, VA",-78.4855,38.0375,Is Yuma AZ closer to Paramount CA or Charlottesville VA?,"Paramount, CA",True,"Paramount, CA"
433,"La Crosse, WI",-91.2268,43.824,"Hot Springs, AR",-93.0501,34.4892,"Springfield, MA",-72.5395,42.1155,Is La Crosse WI closer to Hot Springs AR or Springfield MA?,"Hot Springs, AR",True,"Hot Springs, AR"
434,"Columbus, IN",-85.9183,39.2093,"Cedar Rapids, IA",-91.6782,41.9665,"Zephyrhills, FL",-82.1796,28.2408,Is Columbus IN closer to Cedar Rapids IA or Zephyrhills FL?,"Cedar Rapids, IA",True,"Cedar Rapids, IA"
435,"Bayonne, NJ",-74.1141,40.6661,"Mandeville, LA",-90.0904,30.3751,"Taylor, MI",-83.2688,42.226,Is Bayonne NJ closer to Mandeville LA or Taylor MI?,"Taylor, MI",True,"Taylor, MI"
436,"Kingsport, TN",-82.5453,36.5224,"Napa, CA",-122.3011,38.2976,"Ontario, CA",-117.6064,34.0393,Is Kingsport TN closer to Napa CA or Ontario CA?,"Ontario, CA",True,"Ontario, CA"
437,"Springfield, OR",-122.981,44.0538,"Gaithersburg, MD",-77.2132,39.1346,"Tempe, AZ",-111.9318,33.3881,Is Springfield OR closer to Gaithersburg MD or Tempe AZ?,"Gaithersburg, MD",False,"Tempe, AZ"
438,"Port Arthur, TX",-93.9264,29.8554,"Kokomo, IN",-86.1277,40.464,"Menifee, CA",-117.1849,33.6909,Is Port Arthur TX closer to Kokomo IN or Menifee CA?,"Kokomo, IN",True,"Kokomo, IN"
439,"Palm Desert, CA",-116.3695,33.7378,"Jacksonville, FL",-81.6749,30.3322,"Collierville, TN",-89.6988,35.0471,Is Palm Desert CA closer to Jacksonville FL or Collierville TN?,"Jacksonville, FL",False,"Collierville, TN"
440,"Williamsburg, VA",-76.7076,37.2692,"Waterloo, IA",-92.3522,42.492,"Wylie, TX",-96.5161,33.0362,Is Williamsburg VA closer to Waterloo IA or Wylie TX?,"Waterloo, IA",True,"Waterloo, IA"
441,"Elgin, IL",-88.3229,42.0385,"Casas Adobes, AZ",-111.0114,32.3423,"Chicago, IL",-87.6862,41.8373,Is Elgin IL closer to Casas Adobes AZ or Chicago IL?,"Casas Adobes, AZ",False,"Chicago, IL"
442,"Salt Lake City, UT",-111.9306,40.7777,"Clearwater, FL",-82.7622,27.9789,"Boynton Beach, FL",-80.0811,26.5281,Is Salt Lake City UT closer to Clearwater FL or Boynton Beach FL?,"Boynton Beach, FL",False,"Clearwater, FL"
443,"Bay City, MI",-83.8886,43.5903,"Edinburg, TX",-98.1596,26.3197,"Sunrise Manor, NV",-115.049,36.1785,Is Bay City MI closer to Edinburg TX or Sunrise Manor NV?,"Edinburg, TX",True,"Edinburg, TX"
444,"Cedar Rapids, IA",-91.6782,41.9665,"Lake Charles, LA",-93.2122,30.2012,"Warwick, RI",-71.4334,41.7062,Is Cedar Rapids IA closer to Lake Charles LA or Warwick RI?,"Lake Charles, LA",True,"Lake Charles, LA"
445,"Warner Robins, GA",-83.6529,32.597,"Spartanburg, SC",-81.9257,34.9437,"Cedar Park, TX",-97.8196,30.5106,Is Warner Robins GA closer to Spartanburg SC or Cedar Park TX?,"Spartanburg, SC",True,"Spartanburg, SC"
446,"Caldwell, ID",-116.6591,43.6453,"Lancaster, CA",-118.1753,34.6935,"St. Joseph, MO",-94.821,39.7599,Is Caldwell ID closer to Lancaster CA or St. Joseph MO?,"Lancaster, CA",True,"Lancaster, CA"
447,"Paradise, NV",-115.1369,36.0807,"Beaumont, CA",-116.9766,33.9076,"Rockville, MD",-77.1552,39.0834,Is Paradise NV closer to Beaumont CA or Rockville MD?,"Rockville, MD",False,"Beaumont, CA"
448,"Arlington, TX",-97.125,32.6998,"Round Rock, TX",-97.666,30.5254,"Albany, OR",-123.0966,44.6274,Is Arlington TX closer to Round Rock TX or Albany OR?,"Round Rock, TX",True,"Round Rock, TX"
449,"Hagerstown, MD",-77.7217,39.6401,"Redlands, CA",-117.1712,34.0511,"Newark, OH",-82.4251,40.0705,Is Hagerstown MD closer to Redlands CA or Newark OH?,"Redlands, CA",False,"Newark, OH"
450,"Reading, PA",-75.9267,40.34,"Wesley Chapel, FL",-82.3238,28.2106,"Fairfield, CA",-122.0324,38.2592,Is Reading PA closer to Wesley Chapel FL or Fairfield CA?,"Wesley Chapel, FL",True,"Wesley Chapel, FL"
451,"Sherman, TX",-96.6218,33.6274,"Lafayette, LA",-92.0323,30.2084,"San Luis Obispo, CA",-120.6691,35.2669,Is Sherman TX closer to Lafayette LA or San Luis Obispo CA?,"Lafayette, LA",True,"Lafayette, LA"
452,"Bloomington, IN",-86.5257,39.1637,"Hoffman Estates, IL",-88.1468,42.0639,"Springfield, MO",-93.2916,37.1943,Is Bloomington IN closer to Hoffman Estates IL or Springfield MO?,"Hoffman Estates, IL",True,"Hoffman Estates, IL"
453,"Temecula, CA",-117.1315,33.4928,"Hampton, VA",-76.363,37.0551,"Pomona, CA",-117.7626,34.0585,Is Temecula CA closer to Hampton VA or Pomona CA?,"Hampton, VA",False,"Pomona, CA"
454,"Royal Oak, MI",-83.1539,42.5084,"Lawrence, MA",-71.1626,42.7003,"Roseville, CA",-121.3196,38.7703,Is Royal Oak MI closer to Lawrence MA or Roseville CA?,"Lawrence, MA",True,"Lawrence, MA"
455,"Norman, OK",-97.3471,35.2335,"North Little Rock, AR",-92.2371,34.7808,"Burbank, CA",-118.3235,34.1879,Is Norman OK closer to North Little Rock AR or Burbank CA?,"North Little Rock, AR",True,"North Little Rock, AR"
456,"Canton, OH",-81.3677,40.8075,"Spring Valley, NV",-115.2619,36.0987,"Rock Hill, SC",-81.0244,34.9416,Is Canton OH closer to Spring Valley NV or Rock Hill SC?,"Spring Valley, NV",False,"Rock Hill, SC"
457,"Elkhart, IN",-85.9628,41.6916,"Beckley, WV",-81.1841,37.7878,"Vacaville, CA",-121.968,38.359,Is Elkhart IN closer to Beckley WV or Vacaville CA?,"Beckley, WV",True,"Beckley, WV"
458,"Manhattan, NY",-73.9662,40.7834,"Highlands Ranch, CO",-104.9708,39.5419,"Monessen, PA",-79.8828,40.1519,Is Manhattan NY closer to Highlands Ranch CO or Monessen PA?,"Highlands Ranch, CO",False,"Monessen, PA"
459,"Chattanooga, TN",-85.2488,35.0657,"Westland, MI",-83.3805,42.3192,"Corona, CA",-117.5649,33.8616,Is Chattanooga TN closer to Westland MI or Corona CA?,"Westland, MI",True,"Westland, MI"
460,"Asheville, NC",-82.5536,35.5704,"Peabody, MA",-70.9724,42.5335,"Spokane Valley, WA",-117.2346,47.6626,Is Asheville NC closer to Peabody MA or Spokane Valley WA?,"Peabody, MA",True,"Peabody, MA"
461,"Taylorsville, UT",-111.9493,40.657,"Scranton, PA",-75.6649,41.4044,"South Gate, CA",-118.1926,33.9448,Is Taylorsville UT closer to Scranton PA or South Gate CA?,"Scranton, PA",False,"South Gate, CA"
462,"Diamond Bar, CA",-117.8161,33.9991,"Burien, WA",-122.3394,47.4762,"Milpitas, CA",-121.8921,37.4339,Is Diamond Bar CA closer to Burien WA or Milpitas CA?,"Burien, WA",False,"Milpitas, CA"
463,"Levittown, NY",-73.5125,40.7241,"High Point, NC",-79.9938,35.9907,"Carlsbad, CA",-117.2837,33.1247,Is Levittown NY closer to High Point NC or Carlsbad CA?,"High Point, NC",True,"High Point, NC"
464,"Ithaca, NY",-76.5032,42.4442,"Knoxville, TN",-83.9496,35.9692,"National City, CA",-117.0983,32.6654,Is Ithaca NY closer to Knoxville TN or National City CA?,"Knoxville, TN",True,"Knoxville, TN"
465,"Perris, CA",-117.2233,33.7899,"Myrtle Beach, SC",-78.8843,33.7096,"Hickory, NC",-81.323,35.7425,Is Perris CA closer to Myrtle Beach SC or Hickory NC?,"Myrtle Beach, SC",False,"Hickory, NC"
466,"Santee, CA",-116.9851,32.8554,"Dayton, OH",-84.1998,39.7797,"Lewiston, ID",-116.9934,46.3934,Is Santee CA closer to Dayton OH or Lewiston ID?,"Dayton, OH",False,"Lewiston, ID"
467,"Corpus Christi, TX",-97.3755,27.726,"Flint, MI",-83.6922,43.0235,"Porterville, CA",-119.0338,36.0644,Is Corpus Christi TX closer to Flint MI or Porterville CA?,"Flint, MI",True,"Flint, MI"
468,"Chesapeake, VA",-76.3024,36.6778,"Philadelphia, PA",-75.1339,40.0077,"Peoria, AZ",-112.2989,33.7844,Is Chesapeake VA closer to Philadelphia PA or Peoria AZ?,"Philadelphia, PA",True,"Philadelphia, PA"
469,"Meriden, CT",-72.7944,41.5367,"Grants Pass, OR",-123.3317,42.4333,"Harlingen, TX",-97.6976,26.1917,Is Meriden CT closer to Grants Pass OR or Harlingen TX?,"Grants Pass, OR",False,"Harlingen, TX"
470,"Casas Adobes, AZ",-111.0114,32.3423,"Milwaukee, WI",-87.9673,43.0642,"San Clemente, CA",-117.6103,33.4498,Is Casas Adobes AZ closer to Milwaukee WI or San Clemente CA?,"Milwaukee, WI",False,"San Clemente, CA"
471,"Jefferson City, MO",-92.1759,38.5676,"Savannah, GA",-81.1784,32.0281,"Mesquite, TX",-96.5889,32.7623,Is Jefferson City MO closer to Savannah GA or Mesquite TX?,"Savannah, GA",False,"Mesquite, TX"
472,"Sunnyvale, CA",-122.0256,37.3836,"Yorba Linda, CA",-117.7714,33.889,"Springdale, AR",-94.1574,36.1899,Is Sunnyvale CA closer to Yorba Linda CA or Springdale AR?,"Yorba Linda, CA",True,"Yorba Linda, CA"
473,"Trenton, NJ",-74.7641,40.2236,"Billings, MT",-108.5524,45.7891,"Mishawaka, IN",-86.1669,41.6736,Is Trenton NJ closer to Billings MT or Mishawaka IN?,"Billings, MT",False,"Mishawaka, IN"
474,"Twin Falls, ID",-114.4615,42.5645,"Loveland, CO",-105.0623,40.4166,"Bloomington, IL",-88.9703,40.4757,Is Twin Falls ID closer to Loveland CO or Bloomington IL?,"Loveland, CO",True,"Loveland, CO"
475,"Spring, TX",-95.383,30.0613,"Pompano Beach, FL",-80.1312,26.2428,"Clearwater, FL",-82.7622,27.9789,Is Spring TX closer to Pompano Beach FL or Clearwater FL?,"Pompano Beach, FL",False,"Clearwater, FL"
476,"St. Cloud, MN",-94.1718,45.5339,"Wyoming, MI",-85.7066,42.8909,"High Point, NC",-79.9938,35.9907,Is St. Cloud MN closer to Wyoming MI or High Point NC?,"Wyoming, MI",True,"Wyoming, MI"
477,"Albuquerque, NM",-106.6464,35.1053,"Bethlehem, PA",-75.3679,40.6266,"Odessa, TX",-102.3406,31.8831,Is Albuquerque NM closer to Bethlehem PA or Odessa TX?,"Bethlehem, PA",False,"Odessa, TX"
478,"Union City, CA",-122.0187,37.603,"Grand Forks, ND",-97.0886,47.9218,"Lynwood, CA",-118.2017,33.924,Is Union City CA closer to Grand Forks ND or Lynwood CA?,"Grand Forks, ND",False,"Lynwood, CA"
479,"Edinburg, TX",-98.1596,26.3197,"Santa Cruz, CA",-122.0346,36.9789,"Lewisville, TX",-96.9823,33.0452,Is Edinburg TX closer to Santa Cruz CA or Lewisville TX?,"Santa Cruz, CA",False,"Lewisville, TX"
480,"Delray Beach, FL",-80.0905,26.455,"Concord, CA",-122.0016,37.9722,"Hattiesburg, MS",-89.317,31.3074,Is Delray Beach FL closer to Concord CA or Hattiesburg MS?,"Concord, CA",False,"Hattiesburg, MS"
481,"Little Rock, AR",-92.3576,34.7256,"South Lyon, MI",-83.6526,42.4614,"El Paso, TX",-106.4309,31.8479,Is Little Rock AR closer to South Lyon MI or El Paso TX?,"South Lyon, MI",True,"South Lyon, MI"
