City1,City1_long,City1_lat,City2,City2_long,City2_lat,City3,City3_long,City3_lat,Prompt,Response,correct
"Lewiston, ID",-116.9934,46.3934,"Corvallis, OR",-123.278,44.5697,"Tamiami, FL",-80.4016,25.7556,Is Lewiston ID closer to Corvallis OR or Tamiami FL?,"Corvallis, OR",0
"Evansville, IN",-87.5341,37.9881,"Clarksville, TN",-87.342,36.5695,"McKinney, TX",-96.6669,33.2015,Is Evansville IN closer to Clarksville TN or McKinney TX?,"Clarksville, TN",0
"Frederick, MD",-77.4141,39.4336,"South Fulton, GA",-84.5802,33.6269,"Casas Adobes, AZ",-111.0114,32.3423,Is Frederick MD closer to South Fulton GA or Casas Adobes AZ?,"South Fulton, GA",0
"St. Augustine, FL",-81.31,29.8977,"Lake Havasu City, AZ",-114.3113,34.5006,"Gilbert, AZ",-111.7463,33.3101,Is St. Augustine FL closer to Lake Havasu City AZ or Gilbert AZ?,"Lake Havasu City, AZ",1
"Rowland Heights, CA",-117.8911,33.9716,"Lake Charles, LA",-93.2122,30.2012,"Middletown, OH",-84.366,39.5032,Is Rowland Heights CA closer to Lake Charles LA or Middletown OH?,"Lake Charles, LA",0
"Tracy, CA",-121.4522,37.7269,"League City, TX",-95.1087,29.4873,"Fort Wayne, IN",-85.1437,41.0886,Is Tracy CA closer to League City TX or Fort Wayne IN?,"League City, TX",0
"Federal Way, WA",-122.3358,47.3091,"Ankeny, IA",-93.6033,41.7285,"Encinitas, CA",-117.2613,33.049,Is Federal Way WA closer to Ankeny IA or Encinitas CA?,"Ankeny, IA",1
"Marietta, GA",-84.5422,33.9533,"Port Orange, FL",-81.0137,29.1084,"San Luis Obispo, CA",-120.6691,35.2669,Is Marietta GA closer to Port Orange FL or San Luis Obispo CA?,"Port Orange, FL",0
"Warwick, RI",-71.4334,41.7062,"Frisco, TX",-96.8215,33.1555,"Lawrence, KS",-95.2641,38.9597,Is Warwick RI closer to Frisco TX or Lawrence KS?,"Frisco, TX",1
"Chula Vista, CA",-117.0145,32.6281,"Decatur, IL",-88.9337,39.8556,"Austin, TX",-97.7522,30.3004,Is Chula Vista CA closer to Decatur IL or Austin TX?,"Austin, TX",1
"Columbia, MD",-76.859,39.2004,"Wausau, WI",-89.6459,44.962,"Daly City, CA",-122.4685,37.6862,Is Columbia MD closer to Wausau WI or Daly City CA?,"Wausau, WI",0
"Wichita, KS",-97.3442,37.6896,"East Orange, NJ",-74.2117,40.7651,"Chattanooga, TN",-85.2488,35.0657,Is Wichita KS closer to East Orange NJ or Chattanooga TN?,"East Orange, NJ",1
"New Braunfels, TX",-98.1148,29.6994,"Temecula, CA",-117.1315,33.4928,"Grand Island, NE",-98.3584,40.9214,Is New Braunfels TX closer to Temecula CA or Grand Island NE?,"Temecula, CA",1
"Coral Springs, FL",-80.2591,26.2702,"Panama City, FL",-85.6004,30.1995,"Kannapolis, NC",-80.6403,35.4764,Is Coral Springs FL closer to Panama City FL or Kannapolis NC?,"Panama City, FL",0
"Twin Falls, ID",-114.4615,42.5645,"Philadelphia, PA",-75.1339,40.0077,"Mansfield, OH",-82.5275,40.7656,Is Twin Falls ID closer to Philadelphia PA or Mansfield OH?,"Philadelphia, PA",1
"Palm Desert, CA",-116.3695,33.7378,"McAllen, TX",-98.2471,26.2273,"Rancho Cucamonga, CA",-117.5666,34.1248,Is Palm Desert CA closer to McAllen TX or Rancho Cucamonga CA?,"McAllen, TX",1
"Southfield, MI",-83.2605,42.4765,"Longview, TX",-94.7621,32.5193,"Santa Cruz, CA",-122.0346,36.9789,Is Southfield MI closer to Longview TX or Santa Cruz CA?,"Longview, TX",0
"Zephyrhills, FL",-82.1796,28.2408,"Mesa, AZ",-111.718,33.4017,"San Francisco, CA",-122.443,37.7562,Is Zephyrhills FL closer to Mesa AZ or San Francisco CA?,"Mesa, AZ",0
"Aliso Viejo, CA",-117.7289,33.5792,"Guaynabo, PR",-66.1134,18.3839,"Alexandria, VA",-77.0861,38.8185,Is Aliso Viejo CA closer to Guaynabo PR or Alexandria VA?,"Guaynabo, PR",1
"Huntersville, NC",-80.8727,35.4058,"South San Francisco, CA",-122.4197,37.6536,"Guaynabo, PR",-66.1134,18.3839,Is Huntersville NC closer to South San Francisco CA or Guaynabo PR?,"South San Francisco, CA",1
"San Marcos, CA",-117.1744,33.135,"Lakewood, CA",-118.1221,33.8471,"Pembroke Pines, FL",-80.3382,26.0128,Is San Marcos CA closer to Lakewood CA or Pembroke Pines FL?,"Lakewood, CA",0
"Lawton, OK",-98.4203,34.6176,"Spring Hill, FL",-82.53,28.4797,"Albany, NY",-73.7987,42.6664,Is Lawton OK closer to Spring Hill FL or Albany NY?,"Spring Hill, FL",0
"Overland Park, KS",-94.687,38.887,"Lewisville, TX",-96.9823,33.0452,"Shoreline, WA",-122.3426,47.7564,Is Overland Park KS closer to Lewisville TX or Shoreline WA?,"Lewisville, TX",0
"Orange, CA",-117.8218,33.8038,"Yucaipa, CA",-117.0429,34.0336,"Jersey City, NJ",-74.0682,40.7161,Is Orange CA closer to Yucaipa CA or Jersey City NJ?,"Yucaipa, CA",0
"Sunnyvale, CA",-122.0256,37.3836,"Rocky Mount, NC",-77.8048,35.9676,"Santa Ana, CA",-117.8819,33.7366,Is Sunnyvale CA closer to Rocky Mount NC or Santa Ana CA?,"Santa Ana, CA",1
"Cathedral City, CA",-116.4642,33.8363,"Delray Beach, FL",-80.0905,26.455,"Buckeye, AZ",-112.6429,33.4314,Is Cathedral City CA closer to Delray Beach FL or Buckeye AZ?,"Delray Beach, FL",1
"West Covina, CA",-117.9112,34.0555,"Mauldin, SC",-82.3005,34.7849,"West Palm Beach, FL",-80.1316,26.7468,Is West Covina CA closer to Mauldin SC or West Palm Beach FL?,"West Palm Beach, FL",0
"Round Rock, TX",-97.666,30.5254,"Sherman, TX",-96.6218,33.6274,"Mount Vernon, NY",-73.8291,40.9136,Is Round Rock TX closer to Sherman TX or Mount Vernon NY?,"Sherman, TX",0
"Sherman, TX",-96.6218,33.6274,"Renton, WA",-122.1919,47.4784,"New Braunfels, TX",-98.1148,29.6994,Is Sherman TX closer to Renton WA or New Braunfels TX?,"New Braunfels, TX",1
"Roanoke, VA",-79.958,37.2785,"Jackson, MI",-84.4037,42.2431,"Leesburg, VA",-77.5544,39.1058,Is Roanoke VA closer to Jackson MI or Leesburg VA?,"Jackson, MI",1
"Rowlett, TX",-96.5488,32.9157,"Lodi, CA",-121.2932,38.1218,"Joplin, MO",-94.5018,37.0758,Is Rowlett TX closer to Lodi CA or Joplin MO?,"Lodi, CA",1
"Longview, WA",-122.9629,46.1461,"Evansville, IN",-87.5341,37.9881,"Poughkeepsie, NY",-73.921,41.6949,Is Longview WA closer to Evansville IN or Poughkeepsie NY?,"Evansville, IN",0
"Beckley, WV",-81.1841,37.7878,"Johnson City, TN",-82.3803,36.3406,"Tustin, CA",-117.8106,33.7309,Is Beckley WV closer to Johnson City TN or Tustin CA?,"Johnson City, TN",0
"Fort Lauderdale, FL",-80.1464,26.1412,"Wichita, KS",-97.3442,37.6896,"Knoxville, TN",-83.9496,35.9692,Is Fort Lauderdale FL closer to Wichita KS or Knoxville TN?,"Wichita, KS",1
"Southfield, MI",-83.2605,42.4765,"Gardena, CA",-118.3073,33.8944,"Richmond, CA",-122.339,37.9477,Is Southfield MI closer to Gardena CA or Richmond CA?,"Gardena, CA",0
"Casa Grande, AZ",-111.7624,32.9068,"Alexandria, LA",-92.4702,31.2923,"St. Cloud, FL",-81.2829,28.2294,Is Casa Grande AZ closer to Alexandria LA or St. Cloud FL?,"St. Cloud, FL",0
"Mount Vernon, NY",-73.8291,40.9136,"Alafaya, FL",-81.1865,28.5278,"Pasadena, CA",-118.139,34.1597,Is Mount Vernon NY closer to Alafaya FL or Pasadena CA?,"Alafaya, FL",0
"Williamsburg, VA",-76.7076,37.2692,"Lake Jackson, TX",-95.4522,29.0516,"Beaumont, TX",-94.1451,30.0849,Is Williamsburg VA closer to Lake Jackson TX or Beaumont TX?,"Beaumont, TX",1
"Harrisonburg, VA",-78.8735,38.4361,"Shreveport, LA",-93.7956,32.4656,"Coconut Creek, FL",-80.1842,26.2803,Is Harrisonburg VA closer to Shreveport LA or Coconut Creek FL?,"Shreveport, LA",1
"Chino, CA",-117.6654,33.9836,"Lorain, OH",-82.184,41.4409,"Lakewood, WA",-122.5299,47.1628,Is Chino CA closer to Lorain OH or Lakewood WA?,"Lorain, OH",1
"Springfield, MA",-72.5395,42.1155,"Beaverton, OR",-122.8168,45.4779,"Bryan, TX",-96.3668,30.6657,Is Springfield MA closer to Beaverton OR or Bryan TX?,"Beaverton, OR",1
"White Plains, NY",-73.7549,41.022,"Monroe, LA",-92.0774,32.5183,"South Bend, IN",-86.2696,41.6767,Is White Plains NY closer to Monroe LA or South Bend IN?,"Monroe, LA",1
"Clearwater, FL",-82.7622,27.9789,"Colorado Springs, CO",-104.7606,38.8674,"Lafayette, LA",-92.0323,30.2084,Is Clearwater FL closer to Colorado Springs CO or Lafayette LA?,"Lafayette, LA",1
"Asheville, NC",-82.5536,35.5704,"Vallejo, CA",-122.2358,38.1133,"Logan, UT",-111.8419,41.74,Is Asheville NC closer to Vallejo CA or Logan UT?,"Vallejo, CA",1
"San Antonio, TX",-98.5253,29.4658,"Brandon, FL",-82.3,27.9367,"Dearborn, MI",-83.2129,42.3127,Is San Antonio TX closer to Brandon FL or Dearborn MI?,"Brandon, FL",0
"Cleveland, TN",-84.8707,35.1817,"Hot Springs, AR",-93.0501,34.4892,"Union City, CA",-122.0187,37.603,Is Cleveland TN closer to Hot Springs AR or Union City CA?,"Hot Springs, AR",0
"Levittown, PA",-74.853,40.1537,"Southaven, MS",-89.9787,34.9514,"Evansville, IN",-87.5341,37.9881,Is Levittown PA closer to Southaven MS or Evansville IN?,"Southaven, MS",1
"San Tan Valley, AZ",-111.5472,33.1879,"Ogden, UT",-111.9682,41.2278,"Trenton, NJ",-74.7641,40.2236,Is San Tan Valley AZ closer to Ogden UT or Trenton NJ?,"Ogden, UT",0
"Anderson, IN",-85.6893,40.0891,"Schaumburg, IL",-88.0838,42.0307,"West Bend, WI",-88.1824,43.4184,Is Anderson IN closer to Schaumburg IL or West Bend WI?,"West Bend, WI",0
"Bellflower, CA",-118.1271,33.888,"Cambridge, MA",-71.1185,42.3759,"San Leandro, CA",-122.1601,37.7071,Is Bellflower CA closer to Cambridge MA or San Leandro CA?,"Cambridge, MA",1
"Jacksonville, FL",-81.6749,30.3322,"Castro Valley, CA",-122.0631,37.7091,"Mission Viejo, CA",-117.655,33.6095,Is Jacksonville FL closer to Castro Valley CA or Mission Viejo CA?,"Castro Valley, CA",1
"Cicero, IL",-87.7593,41.8445,"Dalton, GA",-84.9712,34.769,"Augusta, GA",-82.0708,33.3645,Is Cicero IL closer to Dalton GA or Augusta GA?,"Dalton, GA",0
"Grand Rapids, MI",-85.6562,42.962,"Duluth, MN",-92.1392,46.7756,"Asheville, NC",-82.5536,35.5704,Is Grand Rapids MI closer to Duluth MN or Asheville NC?,"Asheville, NC",0
"Pensacola, FL",-87.1886,30.4427,"Guaynabo, PR",-66.1134,18.3839,"Frederick, MD",-77.4141,39.4336,Is Pensacola FL closer to Guaynabo PR or Frederick MD?,"Guaynabo, PR",1
"Berkeley, CA",-122.276,37.8723,"Beaumont, TX",-94.1451,30.0849,"Coeur d'Alene, ID",-116.7935,47.7041,Is Berkeley CA closer to Beaumont TX or Coeur d'Alene ID?,"Beaumont, TX",1
"Lorain, OH",-82.184,41.4409,"Milford, CT",-73.0616,41.2256,"Rockville, MD",-77.1552,39.0834,Is Lorain OH closer to Milford CT or Rockville MD?,"Rockville, MD",1
"Highland, CA",-117.1654,34.1113,"Charleston, SC",-79.9628,32.8153,"Bellevue, NE",-95.9357,41.1535,Is Highland CA closer to Charleston SC or Bellevue NE?,"Charleston, SC",1
"Winchester, VA",-78.1746,39.1735,"Beaverton, OR",-122.8168,45.4779,"Warren, MI",-83.027,42.4934,Is Winchester VA closer to Beaverton OR or Warren MI?,"Beaverton, OR",1
"Yuba City, CA",-121.6381,39.1357,"Norman, OK",-97.3471,35.2335,"Syracuse, NY",-76.1438,43.0409,Is Yuba City CA closer to Norman OK or Syracuse NY?,"Syracuse, NY",0
"Kingston, NY",-73.9968,41.9295,"Poinciana, FL",-81.482,28.1217,"Mesquite, TX",-96.5889,32.7623,Is Kingston NY closer to Poinciana FL or Mesquite TX?,"Poinciana, FL",0
"Westminster, CA",-117.9938,33.7523,"Blaine, MN",-93.2077,45.1696,"Myrtle Beach, SC",-78.8843,33.7096,Is Westminster CA closer to Blaine MN or Myrtle Beach SC?,"Myrtle Beach, SC",0
"Johns Creek, GA",-84.2027,34.0333,"Louisville, KY",-85.6485,38.1663,"St. Clair Shores, MI",-82.8957,42.4921,Is Johns Creek GA closer to Louisville KY or St. Clair Shores MI?,"Louisville, KY",0
"Woodbury, MN",-92.923,44.9056,"Delray Beach, FL",-80.0905,26.455,"Edina, MN",-93.3602,44.8914,Is Woodbury MN closer to Delray Beach FL or Edina MN?,"Delray Beach, FL",1
"West Sacramento, CA",-121.5504,38.5557,"Watsonville, CA",-121.7706,36.9206,"Quincy, MA",-71.0183,42.2516,Is West Sacramento CA closer to Watsonville CA or Quincy MA?,"Watsonville, CA",0
"Abilene, TX",-99.7384,32.4543,"Vancouver, WA",-122.5967,45.6366,"Norman, OK",-97.3471,35.2335,Is Abilene TX closer to Vancouver WA or Norman OK?,"Vancouver, WA",1
"Arvada, CO",-105.1511,39.8321,"Napa, CA",-122.3011,38.2976,"Atlantic City, NJ",-74.4527,39.3797,Is Arvada CO closer to Napa CA or Atlantic City NJ?,"Napa, CA",0
"Alexandria, VA",-77.0861,38.8185,"Casa Grande, AZ",-111.7624,32.9068,"Johns Creek, GA",-84.2027,34.0333,Is Alexandria VA closer to Casa Grande AZ or Johns Creek GA?,"Casa Grande, AZ",1
"Wilmington, NC",-77.8866,34.21,"Buena Park, CA",-118.0046,33.8572,"Kingsport, TN",-82.5453,36.5224,Is Wilmington NC closer to Buena Park CA or Kingsport TN?,"Buena Park, CA",1
"Paradise, NV",-115.1369,36.0807,"Tracy, CA",-121.4522,37.7269,"San Juan, PR",-66.0636,18.4037,Is Paradise NV closer to Tracy CA or San Juan PR?,"Tracy, CA",0
"Lafayette, IN",-86.8594,40.399,"Redwood City, CA",-122.2252,37.5026,"Fullerton, CA",-117.9279,33.8841,Is Lafayette IN closer to Redwood City CA or Fullerton CA?,"Redwood City, CA",1
"Layton, UT",-111.9621,41.0769,"Chino, CA",-117.6654,33.9836,"Reston, VA",-77.3461,38.9497,Is Layton UT closer to Chino CA or Reston VA?,"Chino, CA",0
"Yuba City, CA",-121.6381,39.1357,"Huntersville, NC",-80.8727,35.4058,"Milford, CT",-73.0616,41.2256,Is Yuba City CA closer to Huntersville NC or Milford CT?,"Huntersville, NC",0
"Concord, CA",-122.0016,37.9722,"San Marcos, TX",-97.9381,29.8736,"Bolingbrook, IL",-88.1019,41.6903,Is Concord CA closer to San Marcos TX or Bolingbrook IL?,"San Marcos, TX",0
"Ankeny, IA",-93.6033,41.7285,"Rowland Heights, CA",-117.8911,33.9716,"St. Charles, MO",-90.5157,38.7954,Is Ankeny IA closer to Rowland Heights CA or St. Charles MO?,"Rowland Heights, CA",1
"Rochester Hills, MI",-83.1563,42.6645,"Palm Coast, FL",-81.246,29.5392,"Wheaton, IL",-88.1083,41.8561,Is Rochester Hills MI closer to Palm Coast FL or Wheaton IL?,"Palm Coast, FL",1
"Clifton, NJ",-74.1575,40.8631,"Garden Grove, CA",-117.9601,33.7787,"Holland, MI",-86.0985,42.7677,Is Clifton NJ closer to Garden Grove CA or Holland MI?,"Garden Grove, CA",1
"National City, CA",-117.0983,32.6654,"Lima, OH",-84.1121,40.741,"Morgantown, WV",-79.9468,39.638,Is National City CA closer to Lima OH or Morgantown WV?,"Lima, OH",0
"Bethesda, MD",-77.1188,38.9866,"McKinney, TX",-96.6669,33.2015,"Columbus, IN",-85.9183,39.2093,Is Bethesda MD closer to McKinney TX or Columbus IN?,"McKinney, TX",1
"Salinas, CA",-121.6317,36.6884,"Pittsburg, CA",-121.8964,38.0182,"Santa Cruz, CA",-122.0346,36.9789,Is Salinas CA closer to Pittsburg CA or Santa Cruz CA?,"Pittsburg, CA",1
"Conroe, TX",-95.4825,30.3239,"St. Paul, MN",-93.104,44.9477,"Ithaca, NY",-76.5032,42.4442,Is Conroe TX closer to St. Paul MN or Ithaca NY?,"St. Paul, MN",0
"Gainesville, GA",-83.8301,34.2903,"Lincoln, NE",-96.6788,40.809,"Weston, FL",-80.4054,26.1006,Is Gainesville GA closer to Lincoln NE or Weston FL?,"Lincoln, NE",1
"Odessa, TX",-102.3406,31.8831,"Schenectady, NY",-73.9276,42.8025,"Pasadena, TX",-95.1499,29.6583,Is Odessa TX closer to Schenectady NY or Pasadena TX?,"Schenectady, NY",1
"Glens Falls, NY",-73.6459,43.3109,"Escondido, CA",-117.0722,33.1347,"Yakima, WA",-120.5496,46.5923,Is Glens Falls NY closer to Escondido CA or Yakima WA?,"Escondido, CA",1
"Lewiston, ID",-116.9934,46.3934,"Newark, NJ",-74.1725,40.7245,"Temple, TX",-97.3894,31.1076,Is Lewiston ID closer to Newark NJ or Temple TX?,"Newark, NJ",1
"Goldsboro, NC",-77.972,35.3778,"Greeley, CO",-104.7706,40.4151,"Anderson, IN",-85.6893,40.0891,Is Goldsboro NC closer to Greeley CO or Anderson IN?,"Greeley, CO",1
"Bay City, MI",-83.8886,43.5903,"Pasco, WA",-119.1304,46.2506,"Hattiesburg, MS",-89.317,31.3074,Is Bay City MI closer to Pasco WA or Hattiesburg MS?,"Pasco, WA",1
"San Angelo, TX",-100.4506,31.4424,"Cathedral City, CA",-116.4642,33.8363,"Tigard, OR",-122.7845,45.4237,Is San Angelo TX closer to Cathedral City CA or Tigard OR?,"Cathedral City, CA",0
"Albany, GA",-84.1762,31.5776,"Waukegan, IL",-87.8716,42.3697,"Lewiston, ME",-70.1681,44.0915,Is Albany GA closer to Waukegan IL or Lewiston ME?,"Waukegan, IL",0
"Lawrence, KS",-95.2641,38.9597,"Pleasanton, CA",-121.8805,37.6663,"Wheaton, IL",-88.1083,41.8561,Is Lawrence KS closer to Pleasanton CA or Wheaton IL?,"Pleasanton, CA",1
"Kendall, FL",-80.3556,25.6697,"Chino, CA",-117.6654,33.9836,"Citrus Heights, CA",-121.288,38.6948,Is Kendall FL closer to Chino CA or Citrus Heights CA?,"Chino, CA",0
"Bridgeport, CT",-73.1953,41.1918,"Altoona, PA",-78.4007,40.5082,"West Haven, CT",-72.9672,41.2739,Is Bridgeport CT closer to Altoona PA or West Haven CT?,"Altoona, PA",1
"New Brunswick, NJ",-74.445,40.487,"Racine, WI",-87.8135,42.7274,"Provo, UT",-111.6457,40.2457,Is New Brunswick NJ closer to Racine WI or Provo UT?,"Racine, WI",0
"Melbourne, FL",-80.6627,28.1085,"Vineland, NJ",-74.9981,39.4653,"Fredericksburg, VA",-77.4872,38.2992,Is Melbourne FL closer to Vineland NJ or Fredericksburg VA?,"Vineland, NJ",1
"Milwaukee, WI",-87.9673,43.0642,"Iowa City, IA",-91.5303,41.6559,"Sumter, SC",-80.393,33.9392,Is Milwaukee WI closer to Iowa City IA or Sumter SC?,"Iowa City, IA",0
"Alexandria, LA",-92.4702,31.2923,"Parker, CO",-104.7753,39.5084,"South Gate, CA",-118.1926,33.9448,Is Alexandria LA closer to Parker CO or South Gate CA?,"Parker, CO",0
"Santa Ana, CA",-117.8819,33.7366,"Columbus, OH",-82.985,39.9862,"Charlottesville, VA",-78.4855,38.0375,Is Santa Ana CA closer to Columbus OH or Charlottesville VA?,"Columbus, OH",0
"San Marcos, CA",-117.1744,33.135,"Meridian, ID",-116.3968,43.6112,"Mission Viejo, CA",-117.655,33.6095,Is San Marcos CA closer to Meridian ID or Mission Viejo CA?,"Meridian, ID",1
"Indianapolis, IN",-86.1458,39.7771,"Summerville, SC",-80.1799,33.0015,"Johnstown, PA",-78.9193,40.3258,Is Indianapolis IN closer to Summerville SC or Johnstown PA?,"Summerville, SC",1
"Hillsboro, OR",-122.9361,45.5272,"Brooklyn, NY",-73.9496,40.6501,"Hanover, PA",-76.9835,39.8117,Is Hillsboro OR closer to Brooklyn NY or Hanover PA?,"Brooklyn, NY",1
"Johnstown, PA",-78.9193,40.3258,"Westland, MI",-83.3805,42.3192,"Gilbert, AZ",-111.7463,33.3101,Is Johnstown PA closer to Westland MI or Gilbert AZ?,"Westland, MI",0
"Port St. Lucie, FL",-80.3883,27.2796,"Wilmington, NC",-77.8866,34.21,"Weston, FL",-80.4054,26.1006,Is Port St. Lucie FL closer to Wilmington NC or Weston FL?,"Wilmington, NC",1
"Sierra Vista, AZ",-110.3153,31.563,"Durham, NC",-78.9031,35.9794,"Tucson, AZ",-110.8782,32.1545,Is Sierra Vista AZ closer to Durham NC or Tucson AZ?,"Tucson, AZ",1
"Atlanta, GA",-84.4224,33.7627,"Hartford, CT",-72.6834,41.7661,"Bronx, NY",-73.8662,40.8501,Is Atlanta GA closer to Hartford CT or Bronx NY?,"Hartford, CT",1
"Baton Rouge, LA",-91.131,30.4418,"New Brunswick, NJ",-74.445,40.487,"Aurora, IL",-88.2901,41.7637,Is Baton Rouge LA closer to New Brunswick NJ or Aurora IL?,"New Brunswick, NJ",1
"Newport Beach, CA",-117.8669,33.6151,"Elizabethtown, KY",-85.877,37.703,"Corona, CA",-117.5649,33.8616,Is Newport Beach CA closer to Elizabethtown KY or Corona CA?,"Elizabethtown, KY",1
"Glendora, CA",-117.8468,34.1449,"Elkhart, IN",-85.9628,41.6916,"Hesperia, CA",-117.3147,34.3975,Is Glendora CA closer to Elkhart IN or Hesperia CA?,"Elkhart, IN",1
"Tigard, OR",-122.7845,45.4237,"Encinitas, CA",-117.2613,33.049,"Missoula, MT",-114.0214,46.875,Is Tigard OR closer to Encinitas CA or Missoula MT?,"Encinitas, CA",1
"Wheaton, MD",-77.0572,39.0492,"Beaufort, SC",-80.7235,32.4597,"Jurupa Valley, CA",-117.4705,34.001,Is Wheaton MD closer to Beaufort SC or Jurupa Valley CA?,"Beaufort, SC",0
"Nampa, ID",-116.5631,43.5845,"Tampa, FL",-82.4451,27.9942,"Charlotte, NC",-80.8304,35.208,Is Nampa ID closer to Tampa FL or Charlotte NC?,"Tampa, FL",1
"Lake Elsinore, CA",-117.3344,33.6847,"The Hammocks, FL",-80.4483,25.67,"El Monte, CA",-118.0291,34.0739,Is Lake Elsinore CA closer to The Hammocks FL or El Monte CA?,"The Hammocks, FL",1
"Pinellas Park, FL",-82.7078,27.8589,"Lakewood, CO",-105.1168,39.6977,"Tinley Park, IL",-87.805,41.567,Is Pinellas Park FL closer to Lakewood CO or Tinley Park IL?,"Lakewood, CO",1
"Livermore, CA",-121.7608,37.6862,"Whittier, CA",-118.0188,33.9678,"Elkhart, IN",-85.9628,41.6916,Is Livermore CA closer to Whittier CA or Elkhart IN?,"Whittier, CA",0
"Murfreesboro, TN",-86.4119,35.8492,"Albany, GA",-84.1762,31.5776,"Kenosha, WI",-87.8765,42.5864,Is Murfreesboro TN closer to Albany GA or Kenosha WI?,"Albany, GA",0
"Gaithersburg, MD",-77.2132,39.1346,"Terre Haute, IN",-87.3763,39.4654,"Anaheim, CA",-117.8572,33.839,Is Gaithersburg MD closer to Terre Haute IN or Anaheim CA?,"Terre Haute, IN",0
"Cartersville, GA",-84.8007,34.1639,"Jacksonville, NC",-77.3941,34.7288,"Quincy, MA",-71.0183,42.2516,Is Cartersville GA closer to Jacksonville NC or Quincy MA?,"Jacksonville, NC",0
"Ellicott City, MD",-76.8344,39.2773,"Glendora, CA",-117.8468,34.1449,"Arden-Arcade, CA",-121.381,38.6034,Is Ellicott City MD closer to Glendora CA or Arden-Arcade CA?,"Glendora, CA",0
"Billings, MT",-108.5524,45.7891,"Kansas City, KS",-94.7443,39.1234,"Lowell, MA",-71.3217,42.6389,Is Billings MT closer to Kansas City KS or Lowell MA?,"Kansas City, KS",0
"Frederick, MD",-77.4141,39.4336,"Naperville, IL",-88.1657,41.7483,"Union City, NJ",-74.0323,40.7674,Is Frederick MD closer to Naperville IL or Union City NJ?,"Naperville, IL",1
"High Point, NC",-79.9938,35.9907,"Beaverton, OR",-122.8168,45.4779,"Cheyenne, WY",-104.79,41.1351,Is High Point NC closer to Beaverton OR or Cheyenne WY?,"Beaverton, OR",1
"Bangor, ME",-68.7906,44.8322,"Irving, TX",-96.9702,32.8584,"Costa Mesa, CA",-117.9135,33.6667,Is Bangor ME closer to Irving TX or Costa Mesa CA?,"Irving, TX",0
"Spartanburg, SC",-81.9257,34.9437,"Tucson, AZ",-110.8782,32.1545,"Poinciana, FL",-81.482,28.1217,Is Spartanburg SC closer to Tucson AZ or Poinciana FL?,"Tucson, AZ",1
"Hoboken, NJ",-74.0279,40.7453,"Kentwood, MI",-85.5925,42.8852,"South Fulton, GA",-84.5802,33.6269,Is Hoboken NJ closer to Kentwood MI or South Fulton GA?,"Kentwood, MI",0
"Long Beach, CA",-118.1675,33.7981,"Bloomington, MN",-93.3151,44.8306,"Corpus Christi, TX",-97.3755,27.726,Is Long Beach CA closer to Bloomington MN or Corpus Christi TX?,"Bloomington, MN",1
"Alameda, CA",-122.2672,37.767,"Simi Valley, CA",-118.749,34.2663,"Madison, WI",-89.3931,43.0826,Is Alameda CA closer to Simi Valley CA or Madison WI?,"Simi Valley, CA",0
"Coconut Creek, FL",-80.1842,26.2803,"Eagle Pass, TX",-100.484,28.7125,"Skokie, IL",-87.74,42.0359,Is Coconut Creek FL closer to Eagle Pass TX or Skokie IL?,"Skokie, IL",1
"Visalia, CA",-119.3269,36.3276,"Westland, MI",-83.3805,42.3192,"San Mateo, CA",-122.3122,37.5521,Is Visalia CA closer to Westland MI or San Mateo CA?,"San Mateo, CA",1
"Visalia, CA",-119.3269,36.3276,"Great Falls, MT",-111.2995,47.5022,"Glendora, CA",-117.8468,34.1449,Is Visalia CA closer to Great Falls MT or Glendora CA?,"Glendora, CA",1
"Kennewick, WA",-119.1732,46.1978,"Garden Grove, CA",-117.9601,33.7787,"Napa, CA",-122.3011,38.2976,Is Kennewick WA closer to Garden Grove CA or Napa CA?,"Napa, CA",1
"Columbia, MD",-76.859,39.2004,"Titusville, FL",-80.8193,28.5727,"Thousand Oaks, CA",-118.8755,34.1914,Is Columbia MD closer to Titusville FL or Thousand Oaks CA?,"Thousand Oaks, CA",0
"Clovis, CA",-119.6831,36.8278,"Temple, TX",-97.3894,31.1076,"Longview, TX",-94.7621,32.5193,Is Clovis CA closer to Temple TX or Longview TX?,"Longview, TX",0
"Hickory, NC",-81.323,35.7425,"Lee's Summit, MO",-94.3816,38.9172,"Raleigh, NC",-78.6435,35.8325,Is Hickory NC closer to Lee's Summit MO or Raleigh NC?,"Raleigh, NC",1
"Largo, FL",-82.7711,27.9088,"Manteca, CA",-121.2264,37.7927,"Greeley, CO",-104.7706,40.4151,Is Largo FL closer to Manteca CA or Greeley CO?,"Greeley, CO",1
"Newark, NJ",-74.1725,40.7245,"Titusville, FL",-80.8193,28.5727,"Hilton Head Island, SC",-80.7499,32.1896,Is Newark NJ closer to Titusville FL or Hilton Head Island SC?,"Titusville, FL",1
"La Crosse, WI",-91.2268,43.824,"Sandy Springs, GA",-84.3703,33.9366,"Battle Creek, MI",-85.2296,42.2986,Is La Crosse WI closer to Sandy Springs GA or Battle Creek MI?,"Sandy Springs, GA",1
"Baldwin Park, CA",-117.9721,34.0829,"Flagstaff, AZ",-111.6195,35.1872,"Battle Creek, MI",-85.2296,42.2986,Is Baldwin Park CA closer to Flagstaff AZ or Battle Creek MI?,"Flagstaff, AZ",0
